,handle,text,is_retweet,retweet_count,favorite_count,sentiment
3222,HillaryClinton,"['hour', 'donald', 'trump', 'u', 'k', 'talk', 'person', 'would', 'benefit']",False,8124,11321,positive
3223,HillaryClinton,"['ask', 'whether', 'talk', 'foreign', 'polici', 'advisor', 'trump', 'say', 'noth', 'talk']",True,1283,1451,neutral
3224,HillaryClinton,"['time', 'uncertainti', 'underscor', 'need', 'calm', 'steadi', 'experienc', 'leadership', 'white', 'hou', 'hillari']",False,3531,9314,positive
3225,HillaryClinton,"['anyon', 'shock', 'trump', 'say', 'depreci', 'pound', 'good', 'busi', 'person', 'tri', 'profit', 'hou', 'crisi']",True,3687,5471,neutral
3226,HillaryClinton,"['first', 'task', 'make', 'sure', 'econom', 'uncertainti', 'creat', 'event', 'hurt', 'work', 'famili']",False,2657,7615,neutral
3227,HillaryClinton,"['respect', 'choic', 'peopl', 'unit', 'kingdom', 'made', 'hillari']",False,2726,7005,positive
3228,realDonaldTrump,"['america', 'proud', 'stand', 'shoulder', 'shoulder', 'w', 'free', 'amp', 'ind', 'uk', 'stand', 'togeth', 'friend', 'alli', 'amp', 'peopl', 'w', 'share', 'histori']",False,15875,40321,positive
3229,realDonaldTrump,"['self', 'determin', 'sacr', 'right', 'free', 'peopl', 'peopl', 'uk', 'exerci', 'right', 'world', 'see']",False,13142,31397,positive
3230,realDonaldTrump,"['get', 'readi', 'open', 'magnif', 'turnberri', 'scotland', 'great', 'day', 'especi', 'ad', 'brave', 'amp', 'brilliant', 'vote']",False,4614,17521,positive
3231,realDonaldTrump,"['statement', 'regard', 'british', 'referendum', 'e', 'u', 'membership']",False,4232,10548,positive
3232,realDonaldTrump,"['arriv', 'scotland', 'place', 'go', 'wild', 'vote', 'took', 'countri', 'back', 'like', 'take', 'america', 'back', 'game']",False,17825,48819,neutral
3233,HillaryClinton,"['fate', 'immigr', 'reform', 'million', 'undocu', 'famili', 'hand', 'next', 'presid']",False,1868,3605,positive
3234,HillaryClinton,"['follow', 'along', 'see', 'state', 'snapchat', 'takeov']",True,276,705,neutral
3235,HillaryClinton,"['mani', 'pay', 'lower', 'tax', 'rate']",False,1795,3470,neutral
3236,realDonaldTrump,"['congratul', 'son', 'eric', 'fantast', 'job', 'done', 'rebuild', 'turnberri', 'great', 'ailsa', 'cour', 'alway', 'support', 'kid']",False,5219,24215,positive
3237,realDonaldTrump,"['leav', 'one', 'night', 'trip', 'scotland', 'order', 'grand', 'open', 'great', 'turnberri', 'resort', 'back', 'sat', 'night']",False,4053,18562,positive
3238,HillaryClinton,"['let', 'bankrupt', 'america', 'way', 'bankrupt', 'casino']",False,1792,4538,negative
3239,HillaryClinton,"['woman', 'health', 'econom', 'issu', 'everi', 'woman', 'deserv', 'access', 'afford', 'menstrual', 'product', 'bravo', 'new', 'york']",False,1242,3416,positive
3240,HillaryClinton,"['peopl', 'scotland', 'thrill', 'trump', 'come', 'countri', 'know', 'feel']",False,8836,15965,positive
3241,realDonaldTrump,"['meet', 'amaz', 'mother', 'whose', 'letter', 'read', 'speech', 'lost', 'son', 'polici', 'support', 'clinton']",False,6820,14629,neutral
3242,HillaryClinton,"['thank', 'determin', 'expo', 'republican', 'inact', 'gun', 'violenc', 'demand', 'better', 'give', 'h']",False,3016,9485,positive
3243,realDonaldTrump,"['read', 'full', 'statement', 'suprem', 'court', 'execut', 'amnesti', 'deci']",False,4685,10923,neutral
3244,realDonaldTrump,"['anoth', 'cnn', 'lie', 'clinton', 'news', 'network', 'lose', 'credibl', 'watch', 'much', 'anymor']",False,6816,14669,negative
3245,realDonaldTrump,"['cnn', 'total', 'bia', 'favor', 'clinton', 'apolog', 'knew', 'wrong']",False,6219,13177,neutral
3246,HillaryClinton,"['year', 'sinc', 'pas', 'truer', 'ever', 'student', 'deserv', 'equal', 'opportun', 'matter', 'gender']",False,2467,8580,neutral
3247,realDonaldTrump,"['trump', 'speech', 'today', 'best', 'persua', 'ever', 'seen', 'game', 'run', 'unoppo']",True,5530,11435,neutral
3248,realDonaldTrump,"['inner', 'citi', 'left', 'behind', 'never', 'resourc', 'support', 'peopl', 'open', 'border']",False,5924,16085,positive
3249,realDonaldTrump,"['immigr', 'consult', 'immigr', 'offic', 'amp', 'wage', 'earner', 'hillari', 'clinton', 'consult', 'wall', 'street']",False,6724,18700,neutral
3250,realDonaldTrump,"['obama', 'amp', 'clinton', 'stop', 'meet', 'special', 'interest', 'amp', 'start', 'meet', 'victim', 'illeg', 'immigr']",False,7330,19061,neutral
3251,realDonaldTrump,"['hillari', 'clinton', 'open', 'border', 'tear', 'american', 'famili', 'apart', 'go', 'make', 'countri', 'safe', 'american']",False,6674,20400,positive
3252,realDonaldTrump,"['sc', 'kept', 'u', 'safe', 'exec', 'amnesti', 'hillari', 'pledg', 'expand', 'take', 'job', 'hispan', 'amp', 'african', 'american', 'worker']",False,4991,12899,positive
3253,realDonaldTrump,"['impress', 'speech', 'yesterday', 'best', 'ever', 'seen']",True,3880,9637,positive
3254,realDonaldTrump,"['hillari', 'lie', 'benghazi', 'famili']",False,5255,12275,negative
3255,HillaryClinton,"['suprem', 'court', 'fisher', 'deci', 'win', 'u', 'door', 'higher', 'educ', 'open', 'everi', 'american', 'h']",False,1725,5194,positive
3256,HillaryClinton,"['desgarradora', 'decisión', 'de', 'de', 'inmigración', 'podría', 'separar', 'millon', 'de', 'familia', 'en', 'riesgo', 'de', 'deportación', 'tenemo', 'que', 'hacer', 'má']",False,806,1462,neutral
3257,HillaryClinton,"['today', 'heartbreak', 'immigr', 'rule', 'could', 'tear', 'apart', 'million', 'famili', 'face', 'deport', 'must', 'better', 'h']",False,4798,9535,positive
3258,HillaryClinton,"['leav', 'without', 'act', 'victim', 'amp', 'famili', 'reckless', 'gun', 'violenc']",True,8913,17226,negative
3259,realDonaldTrump,"['isi', 'threaten', 'u', 'today', 'deci', 'hillari', 'clinton', 'made', 'along', 'presid', 'obama', 'donald', 'j', 'trump']",False,9281,25273,negative
3260,realDonaldTrump,"['hillari', 'clinton', 'may', 'corrupt', 'person', 'ever', 'seek', 'presid', 'donald', 'j', 'trump']",False,9908,26038,negative
3261,realDonaldTrump,"['thank', 'donald', 'rumsfeld', 'endor', 'much', 'appreci', 'clinton', 'conduct', 'disqualifi']",False,5947,20132,positive
3262,HillaryClinton,"['rather', 'debat', 'amp', 'vote', 'common', 'sen', 'gun', 'safeti', 'legisl', 'sent', 'hou', 'home', 'earli', 'juli', 'holiday']",True,1538,2321,neutral
3263,HillaryClinton,"['look', 'like', 'frm', 'sit']",True,3589,7947,positive
3264,HillaryClinton,"['want', 'know', 'effect', 'way', 'end', 'sit', 'let', 'u', 'vote', 'conscienc', 'gun', 'legisl']",True,1435,3640,neutral
3265,HillaryClinton,"['estoy', 'indignado', 'por', 'la', 'falta', 'de', 'acción', 'para', 'parar', 'la', 'violencia', 'causada', 'por', 'arma', 'de', 'fuego', 'e', 'momento', 'de', 'actuar']",True,479,1153,neutral
3266,HillaryClinton,"['wait', 'right', 'hou', 'chamber', 'see', 'republican', 'colleagu', 'allow', 'vote']",True,844,2913,positive
3267,realDonaldTrump,"['great', 'child', 'futur', 'presid', 'see', 'rai', 'right', 'father', 'thank']",False,2934,11840,positive
3268,HillaryClinton,['fight'],True,1062,2964,neutral
3269,HillaryClinton,"['look', 'like', 'go', 'anywh', 'consid', 'floor', 'held']",True,2578,6810,positive
3270,HillaryClinton,"['gop', 'recess', 'hou', 'without', 'vote', 'stop', 'suspect', 'terrorist', 'get', 'deadli', 'weapon', 'univ', 'background', 'check']",True,1262,2178,negative
3271,HillaryClinton,"['hou', 'floor', 'sing', 'shall', 'overcom', 'someday']",True,1152,3153,neutral
3272,HillaryClinton,"['cannot', 'give', 'give', 'give', 'must', 'keep', 'eye', 'prize']",True,5417,12285,positive
3273,realDonaldTrump,"['brilliant', 'word', 'respon', 'hillari', 'slogan']",False,3165,9303,positive
3274,realDonaldTrump,"['great', 'speech', 'today', 'america', 'becom', 'presid', 'thank']",False,3400,12413,positive
3275,HillaryClinton,"['proud', 'year', 'progress', 'disabl', 'histor', 'rule', 'let', 'keep', 'go']",False,715,2425,positive
3276,HillaryClinton,"['look', 'fall', 'intern', 'join', 'u', 'brooklyn', 'hq', 'final', 'stretch', 'campaign', 'appli', 'today']",True,594,1185,negative
3277,HillaryClinton,"['ridicul', 'teacher', 'nur', 'higher', 'tax', 'rate', 'mani', 'hedg', 'fund', 'manag']",False,3328,7704,neutral
3278,HillaryClinton,"['offer', 'valid', 'muslim', 'woman', 'latino', 'african', 'american', 'lgbt', 'american', 'middl', 'class', 'famili']",False,29022,48323,neutral
3279,HillaryClinton,"['hou', 'republican', 'may', 'cut', 'camera', 'cut', 'voic', 'act', 'gun', 'violenc', 'h']",False,5657,12703,neutral
3280,HillaryClinton,"['yr', 'ago', 'today', 'fdr', 'sign', 'creat', 'opportun', 'million', 'america', 'let', 'continu', 'last', 'legaci']",True,471,1215,neutral
3281,HillaryClinton,"['let', 'celebr', 'jo', 'cox', 'birthday', 'carri', 'work', 'valu', 'live']",True,386,1180,positive
3282,realDonaldTrump,[],False,6433,15507,neutral
3283,HillaryClinton,"['compani', 'america', 'abl', 'pay', 'woman', 'le', 'work']",False,3037,8801,positive
3284,HillaryClinton,"['campaign', 'manag', 'robbi', 'mook', 'take', 'hillari', 'instagram', 'account', 'today', 'follow', 'along']",True,470,1314,neutral
3285,HillaryClinton,"['instead', 'pit', 'peopl', 'need', 'enlist', 'everyon', 'build', 'countri', 'togeth']",False,1386,4435,neutral
3286,HillaryClinton,"['let', 'trump', 'bankrupt', 'america', 'way', 'casino', 'need', 'new', 'chapter', 'american', 'dream', 'chapter']",False,1824,5141,negative
3287,HillaryClinton,"['tax', 'cut', 'millionair', 'amp', 'billionair', 'would', 'add', 'trillion', 'nation', 'debt']",False,1529,3019,negative
3288,HillaryClinton,"['progress', 'possibl', 'know', 'republican', 'democrat', 'work', 'togeth', 'done', 'hillari']",False,882,2485,positive
3289,HillaryClinton,"['famili', 'spend', 'incom', 'child', 'care']",False,1542,5007,neutral
3290,HillaryClinton,"['make', 'compani', 'ship', 'job', 'oversea', 'give', 'back', 'tax', 'break', 'receiv', 'home']",False,621,2175,negative
3291,HillaryClinton,"['make', 'nation', 'prioriti', 'compani', 'share', 'profit', 'employ', 'top', 'instead', 'good', 'wage', 'hillari']",False,1043,3278,positive
3292,realDonaldTrump,[],False,13008,28078,neutral
3293,realDonaldTrump,"['hillari', 'say', 'thing', 'chang', 'say', 'chang', 'choic', 'american', 'corrupt', 'global']",False,13887,33539,negative
3294,HillaryClinton,"['support', 'teacher', 'scapegoat']",False,1805,4898,neutral
3295,HillaryClinton,"['everi', 'child', 'path', 'success', 'pre', 'k']",False,587,1614,positive
3296,HillaryClinton,"['go', 'invest', 'billion', 'specif', 'creat', 'job', 'young', 'peopl', 'especi', 'commun', 'color']",False,679,1997,neutral
3297,HillaryClinton,"['heart', 'plan', 'biggest', 'invest', 'american', 'infrastructur', 'decad', 'hillari']",False,2316,6727,neutral
3298,HillaryClinton,"['everi', 'american', 'will', 'work', 'hard', 'abl', 'find', 'job', 'pay', 'enough', 'support', 'famili']",False,845,2756,positive
3299,HillaryClinton,"['mani', 'corpor', 'seem', 'forgotten', 'wrong', 'take', 'taxpay', 'dollar', 'one', 'hand', 'give', 'pink', 'slip']",False,966,3220,negative
3300,HillaryClinton,"['methodist', 'like', 'say', 'good', 'peopl', 'way', 'hillari']",False,1476,4228,positive
3301,HillaryClinton,"['live', 'north', 'carolina', 'hillari', 'plan', 'make', 'economi', 'work', 'everyon', 'watch']",False,472,1383,positive
3302,HillaryClinton,"['live', 'facebook', 'join', 'amp', 'discus', 'get', 'involv', 'campaign']",True,217,601,neutral
3303,HillaryClinton,"['real', 'leadership', 'look', 'like']",False,3652,7743,positive
3304,HillaryClinton,"['fact', 'major', 'compani', 'file', 'chapter', 'often', 'last', 'year', 'casino']",False,6845,14760,neutral
3305,realDonaldTrump,"['saw', 'interview', 'best', 'great', 'question', 'great', 'answer', 'lou', 'great']",False,3503,12512,positive
3306,realDonaldTrump,"['crook', 'hillari', 'refu', 'say', 'rai', 'tax', 'beyond', 'belief', 'disast', 'job', 'economi']",False,9845,28581,negative
3307,HillaryClinton,"['trump', 'econom', 'plan', 'would', 'destroy', 'u', 'economi']",False,2816,5110,negative
3308,HillaryClinton,"['hillari', 'took', 'donald', 'trump', 'reckless', 'econom', 'polici', 'task', 'columbu', 'today', 'worth', 'watch']",False,988,2729,neutral
3309,HillaryClinton,"['trump', 'say', 'love', 'play', 'debt', 'someon', 'tell', 'economi', 'game']",False,1998,4884,neutral
3310,HillaryClinton,"['donald', 'trump', 'actual', 'plan', 'creat', 'job']",False,1372,3034,neutral
3311,HillaryClinton,"['proven', 'leader', 'share', 'valu', 'labor', 'union', 'across', 'industri', 'back', 'hillari']",False,1077,2672,positive
3312,HillaryClinton,"['use', 'word', 'columbu', 'speech']",True,643,1433,neutral
3313,HillaryClinton,"['trump', 'plan', 'would', 'cut', 'tax', 'richest', 'famili', 'would', 'million', 'work', 'american']",False,1965,3859,positive
3314,realDonaldTrump,"['interview', 'tonight', 'pm', 'et']",False,3138,11133,neutral
3315,HillaryClinton,"['written', 'lot', 'book', 'busi', 'seem', 'end', 'chapter']",False,4585,10004,neutral
3316,realDonaldTrump,"['hillari', 'defraud', 'america', 'seci', 'state', 'use', 'person', 'hedg', 'fund', 'get', 'rich', 'corrupt', 'danger', 'dishonest']",False,13779,33162,negative
3317,realDonaldTrump,"['want', 'know', 'hillari', 'clinton', 'honesti', 'amp', 'judgment', 'ask', 'famili', 'ambassador', 'steven']",False,11832,25769,neutral
3318,realDonaldTrump,"['hillari', 'took', 'money', 'favor', 'regim', 'enslav', 'woman', 'murder', 'gay']",False,14301,29327,neutral
3319,HillaryClinton,"['need', 'build', 'economi', 'ensur', 'everyon', 'get', 'equal', 'shot', 'one', 'left', 'behind', 'join', 'u']",False,986,2641,neutral
3320,HillaryClinton,"['america', 'begrudg', 'peopl', 'success', 'know', 'destroy', 'peopl']",False,2112,5572,neutral
3321,realDonaldTrump,"['king', 'debt', 'great', 'businessman', 'bad', 'countri', 'made', 'fortun', 'debt', 'fix', 'u']",False,6314,20086,negative
3322,HillaryClinton,"['imagin', 'charg', 'job', 'save', 'stake', 'want', 'lead', 'u', 'emerg', 'hillari', 'trump']",False,1265,3502,positive
3323,realDonaldTrump,"['obama', 'clinton', 'inherit', 'debt', 'turn', 'nearli', 'bankrupt']",False,6518,15179,negative
3324,HillaryClinton,"['someon', 'never', 'actual', 'face', 'consequ', 'mistak', 'would', 'brag', 'play', 'bankruptci']",False,1795,4519,neutral
3325,HillaryClinton,"['peopl', 'trump', 'tri', 'get', 'vote', 'peopl', 'exploit', 'year', 'hillari']",False,1065,2325,negative
3326,HillaryClinton,"['trump', 'written', 'lot', 'book', 'busi', 'seem', 'end', 'chapter']",False,16520,31913,neutral
3327,realDonaldTrump,"['hillari', 'clinton', 'open', 'border', 'immigr', 'polici', 'drive', 'wage', 'american', 'make', 'everyon', 'le', 'safe']",False,8936,23004,positive
3328,realDonaldTrump,"['hillari', 'run', 'economi', 'even', 'send', 'email', 'without', 'put', 'entir', 'nation', 'risk']",False,19256,40308,negative
3329,HillaryClinton,"['last', 'time', 'opt', 'trump', 'style', 'isol', 'made', 'great', 'depress', 'longer', 'pain', 'hillari']",False,1030,2858,negative
3330,realDonaldTrump,"['hillari', 'clinton', 'surg', 'trade', 'deficit', 'china', 'secretari', 'state', 'cost', 'american', 'million', 'job']",False,7060,18099,neutral
3331,HillaryClinton,"['give', 'away', 'richest', 'famili', 'would', 'million', 'hardwork', 'peopl', 'hillari', 'trump', 'tax', 'plan']",False,1122,2971,neutral
3332,realDonaldTrump,"['hillari', 'say', 'elect', 'judgment', 'right', 'judgement', 'kill', 'thousand', 'unleash', 'isi', 'wreck', 'economi']",False,17222,39991,negative
3333,HillaryClinton,"['presid', 'trump', 'would', 'undo', 'much', 'progress', 'made', 'past', 'year', 'presid', 'obama', 'let', 'happen']",False,1452,4568,positive
3334,HillaryClinton,"['full', 'faith', 'credit', 'unit', 'state', 'someth', 'gambl', 'away', 'hillari', 'trump', 'reckless', 'econom', 'plan']",False,1023,3153,neutral
3335,HillaryClinton,"['say', 'woman', 'start', 'make', 'equal', 'pay', 'soon', 'good', 'job', 'men', 'alreadi', 'hillari']",False,2174,4617,positive
3336,HillaryClinton,"['donald', 'trump', 'actual', 'stood', 'debat', 'stage', 'novemb', 'said', 'wage', 'high', 'countri', 'hillari']",False,1509,3394,neutral
3337,HillaryClinton,"['donald', 'trump', 'proud', 'reckless', 'busi', 'run', 'presid']",False,1485,3332,negative
3338,HillaryClinton,"['declar', 'donald', 'trump', 'one', 'biggest', 'threat', 'global', 'economi']",False,2809,3948,negative
3339,HillaryClinton,"['agr', 'trump', 'would', 'put', 'u', 'deep', 'recess']",False,943,2287,neutral
3340,HillaryClinton,"['admit', 'littl', 'wonki', 'sweat', 'specif', 'matter']",False,750,1958,neutral
3341,HillaryClinton,"['run', 'presid', 'say', 'want', 'go', 'pay', 'get', 'done', 'hillari']",False,1376,3577,negative
3342,HillaryClinton,"['presid', 'fight', 'famili', 'hillari', 'speak', 'economi', 'live', 'ohio']",False,631,1839,neutral
3343,HillaryClinton,"['donald', 'trump', 'tax', 'plan', 'would', 'add', 'trillion', 'nation', 'debt', 'year', 'trillion']",False,2208,4281,negative
3344,HillaryClinton,"['gun', 'violenc', 'requir', 'moment', 'silenc', 'requir', 'action', 'fail', 'test', 'senat', 'fail', 'american', 'peopl']",True,62341,113861,negative
3345,HillaryClinton,"['trump', 'spend', 'meager', 'campaign', 'resourc', 'cour']",False,2747,4380,negative
3346,realDonaldTrump,"['make', 'big', 'speech', 'tomorrow', 'discus', 'fail', 'polici', 'bad', 'judgment', 'crook', 'hillari', 'clinton']",False,9207,27735,negative
3347,HillaryClinton,"['trump', 'econom', 'propo', 'could', 'produc', 'prolong', 'recess', 'reduc', 'employ', 'million', 'job']",False,2570,3989,neutral
3348,HillaryClinton,"['trump', 'gotten', 'rich', 'drive', 'compani', 'ground', 'u', 'economi', 'oh', 'wait', 'know']",False,4657,7362,positive
3349,realDonaldTrump,"['crook', 'hillari', 'clinton', 'total', 'unfit', 'presid', 'realli', 'bad', 'judgement', 'tempera', 'accord', 'new', 'book', 'mess']",False,8383,25288,negative
3350,HillaryClinton,"['right', 'donald', 'trump', 'worldview', 'reflect', 'valu']",False,1812,5387,positive
3351,HillaryClinton,"['time', 'demand', 'thought', 'prayer', 'elect', 'offici']",False,3739,7777,neutral
3352,HillaryClinton,"['enough', 'h']",False,6741,13775,positive
3353,HillaryClinton,"['overwhelm', 'major', 'american', 'gun', 'owner', 'support', 'step', 'reduc', 'gun', 'violenc', 'rt', 'one']",False,21333,20541,neutral
3354,HillaryClinton,"['america', 'alway', 'nation', 'immigr', 'refug', 'let', 'reaffirm', 'commit', 'welcom', 'h']",False,2049,5728,positive
3355,HillaryClinton,"['prayer', 'enough', 'prevent', 'gun', 'violenc', 'tell', 'senat', 'vote', 'expand', 'background', 'check', 'tonight']",False,1567,3992,positive
3356,HillaryClinton,"['inspir', 'let', 'demand', 'action', 'gun', 'violenc', 'prevent']",False,1252,4031,neutral
3357,HillaryClinton,"['tonight', 'senat', 'vote', 'commonsen', 'measur', 'prevent', 'gun', 'violenc', 'tell', 'senat', 'support']",False,1391,3537,positive
3358,HillaryClinton,"['common', 'sen', 'time', 'congress', 'act']",False,2720,8432,neutral
3359,HillaryClinton,"['owe', 'famili', 'gun', 'violenc', 'victim', 'prayer', 'tell', 'senat', 'act', 'gun', 'violenc', 'prevent']",False,1578,3811,neutral
3360,HillaryClinton,"['behind', 'scene', 'look', 'histor', 'night']",False,850,3628,neutral
3361,HillaryClinton,"['bottom', 'line', 'econom', 'plan', 'would', 'cau', 'lengthi', 'recess']",True,602,844,neutral
3362,HillaryClinton,"['happi', 'first', 'day', 'summer']",False,1721,6752,neutral
3363,realDonaldTrump,"['said', 'within', 'orlando', 'club', 'peopl', 'gun', 'obviou', 'talk', 'addit', 'guard', 'employ']",False,7802,30205,neutral
3364,HillaryClinton,"['gay', 'right', 'human', 'right', 'human', 'right', 'gay', 'right', 'lgbt', 'make', 'le', 'human']",False,4565,11618,positive
3365,realDonaldTrump,"['proud', 'dustin', 'reaction', 'pressur', 'amaz', 'first', 'mani', 'major', 'true', 'champion']",False,5640,21414,positive
3366,HillaryClinton,"['want', 'read', 'stori', 'behind', 'photo']",False,801,2811,neutral
3367,HillaryClinton,"['shirley', 'year', 'old', 'woman', 'right', 'vote', 'today', 'root', 'first', 'woman', 'presid']",False,1507,4509,positive
3368,HillaryClinton,"['saturday', 'famili', 'heart', 'expand', 'aidan', 'arriv', 'bless']",True,2023,15858,positive
3369,HillaryClinton,"['aidan', 'made', 'two', 'dad', 'happi', 'father', 'day', 'hillari', 'thrill', 'marc', 'chelsea']",True,4542,33791,positive
3370,HillaryClinton,"['joy', 'new', 'grandson', 'aidan', 'grate', 'h']",False,5410,33971,neutral
3371,HillaryClinton,"['imagin', 'presid']",False,1184,2743,neutral
3372,HillaryClinton,"['hillari', 'rememb', 'dad', 'father', 'day']",True,872,2931,neutral
3373,HillaryClinton,"['may', 'young', 'vote', 'support', 'make', 'voic', 'heard']",False,1102,4087,positive
3374,HillaryClinton,"['happi', 'father', 'day']",False,3102,17771,neutral
3375,realDonaldTrump,"['watch', 'hillaryclinton', 'support']",False,10397,28973,positive
3376,realDonaldTrump,"['yesterday', 'fail', 'fraudul', 'show', 'empti', 'room', 'prior', 'speech', 'fact', 'pack']",False,10489,27188,negative
3377,realDonaldTrump,"['ny', 'time', 'show', 'empti', 'room', 'hour', 'speech', 'even', 'start', 'knew', 'go', 'pack', 'total', 'dishonest']",False,7679,25807,negative
3378,realDonaldTrump,"['donald', 'trump', 'speech', 'game', 'changer']",False,4907,14175,neutral
3379,realDonaldTrump,"['see', 'soon', 'arizona']",False,3648,12939,neutral
3380,realDonaldTrump,"['love', 'arizona', 'thank']",False,5047,16193,positive
3381,HillaryClinton,"['right', 'climat', 'chang', 'hurt', 'vulner', 'let', 'care', 'common', 'home']",True,381,975,neutral
3382,HillaryClinton,"['got', 'candid', 'hillari', 'clinton', 'fighter', 'got', 'one', 'tough', 'cooki']",True,2446,5537,positive
3383,HillaryClinton,"['donald', 'trump', 'launch', 'campaign', 'one', 'year', 'ago', 'week', 'year']",False,1026,2572,neutral
3384,HillaryClinton,"['wit', 'lot', 'special', 'moment', 'photograph', 'june', 'someth', 'special']",True,978,2625,neutral
3385,realDonaldTrump,"['make', 'america', 'great', 'make', 'america', 'safe']",False,7119,19368,positive
3386,realDonaldTrump,"['thank', 'la', 'vega', 'nevada']",False,3557,11816,positive
3387,realDonaldTrump,"['la', 'vega', 'get', 'readi', 'speak']",False,2588,12883,neutral
3388,HillaryClinton,"['support', 'hillari', 'clinton', 'fighter', 'fighter', 'gut']",False,1701,4866,positive
3389,realDonaldTrump,"['join', 'phoenix', 'arizona', 'today', 'pm']",False,2780,9780,neutral
3390,HillaryClinton,"['marc', 'overwhelm', 'gratitud', 'love', 'celebr', 'birth', 'son', 'aidan', 'clinton', 'mezvinski']",True,3906,18824,neutral
3391,HillaryClinton,"['busi', 'organ', 'hire', 'need', 'someon', 'get', 'job', 'done', 'hire', 'veteran']",False,1826,5234,neutral
3392,HillaryClinton,"['june', 'salli', 'ride', 'becam', 'first', 'american', 'woman', 'first', 'lgbt', 'astronaut', 'go', 'space']",False,5994,15626,neutral
3393,realDonaldTrump,"['thank', 'houston', 'texa']",False,3422,12714,positive
3394,HillaryClinton,"['gun', 'violenc', 'hate', 'isol', 'homophobia', 'orlando', 'racism', 'charleston', 'need', 'fight', 'togeth']",False,4633,12097,negative
3395,realDonaldTrump,['thank'],False,3192,10605,positive
3396,realDonaldTrump,"['convent', 'cleveland', 'amaz']",False,3375,10403,neutral
3397,realDonaldTrump,"['thank', 'way']",False,2664,9396,positive
3398,realDonaldTrump,['thank'],False,2687,9426,positive
3399,realDonaldTrump,"['join', 'phoenix', 'arizona', 'tomorrow', 'pm']",False,3755,12059,neutral
3400,HillaryClinton,"['spirit', 'let', 'bridg', 'divid', 'fight', 'chang', 'rememb', 'love', 'never', 'fail']",False,1450,3522,neutral
3401,HillaryClinton,"['stop', 'fight', 'everi', 'lgbt', 'american', 'live', 'life', 'freeli', 'openli', 'without', 'fear']",False,2148,5742,negative
3402,HillaryClinton,"['one', 'year', 'ago', 'lost', 'live', 'charleston', 'orlando', 'sunday', 'newtown', 'mani', 'other', 'stop', 'need', 'chang', 'h']",False,4109,12174,negative
3403,HillaryClinton,"['lgbt', 'stand', 'lgbt', 'commun', 'stake', 'equal', 'thank', 'michael']",False,2672,7516,positive
3404,realDonaldTrump,['thank'],False,4469,13938,positive
3405,HillaryClinton,"['donald', 'trump', 'say', 'real', 'friend', 'lgbt', 'commun', 'yeah']",False,4755,9342,neutral
3406,realDonaldTrump,"['honor', 'pray', 'friend', 'tonight', 'dalla', 'ralli', 'c']",True,4469,13227,positive
3407,HillaryClinton,"['trump', 'made', 'big', 'show', 'supposedli', 'support', 'veteran', 'realiti', 'done', 'exact', 'opposit']",False,1787,3515,positive
3408,HillaryClinton,['help'],False,1542,6537,neutral
3409,realDonaldTrump,"['make', 'america', 'great', 'make', 'america', 'safe']",False,15977,38794,positive
3410,realDonaldTrump,"['peopl', 'unhappi', 'crook', 'hillari', 'obama', 'job', 'safeti', 'biggest', 'trade', 'deficit', 'mani', 'year', 'attack', 'follow', 'orlando']",False,7272,23014,negative
3411,realDonaldTrump,"['amaz', 'crowd', 'last', 'night', 'dalla', 'spirit', 'passion', 'ever', 'today', 'great', 'state', 'texa']",False,4785,19485,positive
3412,realDonaldTrump,"['medium', 'attack', 'relentless', 'desper', 'keep', 'news', 'good', 'thing']",False,4382,14532,negative
3413,HillaryClinton,"['hard', 'believ', 'year', 'sinc', 'trump', 'announc', 'candidaci', 'presid']",False,5415,9648,negative
3414,realDonaldTrump,"['thank', 'dalla', 'texa']",False,4259,15002,positive
3415,HillaryClinton,['hi'],False,35898,81871,neutral
3416,HillaryClinton,"['quiet', 'moment', 'see', 'latest', 'ad']",True,1365,3200,positive
3417,HillaryClinton,"['babi', 'born', 'w', 'birth', 'defect', 'zika', 'amp', 'hundr', 'pregnant', 'woman', 'w', 'zika', 'u', 'congress', 'still', 'fail', 'act']",True,864,1008,negative
3418,HillaryClinton,"['cruel', 'terribl', 'life', 'cut', 'short', 'violent', 'act', 'polit', 'intol', 'hillari', 'jo', 'cox']",False,2305,5203,negative
3419,HillaryClinton,"['thank', 'despit', 'differ', 'stand', 'togeth', 'hate', 'never', 'defeat', 'u']",False,1595,4942,positive
3420,HillaryClinton,"['thank', 'honor', 'support', 'someon', 'shatter', 'mani', 'glass', 'ceil']",False,3063,8995,positive
3421,HillaryClinton,"['thank', 'chri', 'show', 'leadership', 'look', 'like', 'hope', 'gop', 'senat', 'take', 'note', 'look', 'forward', 'vote', 'h']",False,4378,15684,positive
3422,realDonaldTrump,"['houston', 'tx']",False,3507,9791,neutral
3423,HillaryClinton,"['hillari', 'help', 'get', 'health', 'care', 'million', 'kid', 'one', 'first', 'ad', 'gener', 'elect']",False,2474,6420,neutral
3424,realDonaldTrump,"['join', 'houston', 'texa', 'tomorrow', 'night', 'pm', 'ticket']",False,3441,10155,neutral
3425,realDonaldTrump,"['fli', 'dalla', 'discord', 'pure', 'fiction', 'great', 'event', 'line', 'texa', 'r', 'win', 'nov']",True,6373,15387,positive
3426,HillaryClinton,"['hillari', 'clinton', 'proven', 'champion', 'labor', 'movement']",False,1060,3169,positive
